Player,Nation,Pos,Age,Born,X90s.x,Tackles.Tkl,Tackles.TklW,Tackles.Def.3rd,Tackles.Mid.3rd,Tackles.Att.3rd,Vs.Dribbles.Tkl,Vs.Dribbles.Att,Vs.Dribbles.Tkl.,Vs.Dribbles.Past,Pressures.Press,Pressures.Succ,Pressures..,Pressures.Def.3rd,Pressures.Mid.3rd,Pressures.Att.3rd,Blocks.Blocks,Blocks.Sh,Blocks.ShSv,Blocks.Pass,Int,Tkl.Int,Clr,Err,League.x,Year.x,Player_imp,Nation_imp,Pos_imp,Age_imp,Born_imp,X90s_imp,Tackles.Tkl_imp,Tackles.TklW_imp,Tackles.Def.3rd_imp,Tackles.Mid.3rd_imp,Tackles.Att.3rd_imp,Vs.Dribbles.Tkl_imp,Vs.Dribbles.Att_imp,Vs.Dribbles.Tkl._imp,Vs.Dribbles.Past_imp,Pressures.Press_imp,Pressures.Succ_imp,Pressures.._imp,Pressures.Def.3rd_imp,Pressures.Mid.3rd_imp,Pressures.Att.3rd_imp,Blocks.Blocks_imp,Blocks.Sh_imp,Blocks.ShSv_imp,Blocks.Pass_imp,Int_imp,Tkl.Int_imp,Clr_imp,Err_imp,League_imp,Year_imp,2021 Tournament Place,Results,group,X90s.y,Gls,Standard.Sh,Standard.SoT,Standard.SoT.,Standard.Sh.90,Standard.SoT.90,Standard.G.Sh,Standard.G.SoT,Standard.Dist,Performance.PK,Performance.PKatt,League.y,Year.y,Standard.FK,Expected.xG,Expected.npxG,Expected.npxG.Sh,X90s,Total.Cmp,Total.Att,Total.Cmp.,Total.TotDist,Total.PrgDist,Short.Cmp,Short.Att,Short.Cmp.,Medium.Cmp,Medium.Att,Medium.Cmp.,Long.Cmp,Long.Att,Long.Cmp.,Ast,xA,A.xA,KP,X1.3,PPA,CrsPA,Prog,score_def,score_pass,score_shoot,skill_score
A. Acheng,Southern Ristan,DF,25,1995,-1.12695225777331,0.990981529924978,1.96603768896775,2.16663970270288,-0.513658805100234,-0.226929678263591,-0.517974641550706,-0.801411848289408,0.580697965320577,-0.671649797434061,0.100612264978166,-0.247870212946109,-0.51339883052805,-0.407489058441114,-0.0197938202470183,0.609568174994837,-0.799401279412366,-0.349043665553594,0.102025492432736,-0.664423641479402,-0.657576562224314,0.222404774032734,-0.732368351455678,0.286408468522914,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,24,Good,-1.11511191713606,-0.510641379102964,-0.594197036404307,-0.423692013225724,-0.666834943928675,-0.487697172320342,-0.385226501238052,-0.208692128191018,-0.588095862984457,0.766658965815235,-0.89890724119314,0.481675582706891,Tournament,2021,-0.832399710821519,-0.423974866227459,-0.204684888129156,-0.279658847417058,-1.11328802540284,-0.151326497481321,-0.338187072157333,0.834512410389517,-0.624550740511359,-0.115690064607474,0.823831202913962,0.587993328503993,0.956835524470672,-0.475084749647481,-0.64063481222702,0.980841895372251,-1.10140244330041,-0.677703326381174,-2.43695805744017,-0.300323452403139,-0.592925375115801,-0.085363386613995,-0.628443726936437,0.27332961140677,-0.648068081910884,-0.34014011937336,1.5826658975791,-0.0525894279217313,-0.435290576457096,-0.451121015424074,-0.945726631607127
A. Al-Ghamdi,Ledian,DF,34,1986,0.0942273860813321,9.77245797328642e-05,-0.407904536535197,0.366205305918926,-0.155081443262798,-0.444859118000834,0.638755667796203,0.0436260300769518,1.39887057128549,-0.340559073907708,0.0110482885079679,-0.314189396343213,-0.543392187712581,1.01105084060918,-0.178839664602862,-0.782491873249517,-0.317077799199359,-0.423948374784093,-0.165294992438003,-0.242081974142996,0.141159237463745,0.131893442829369,0.0292783911103565,0.286408468522914,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,12,Bad,0.0657191132818395,-0.238067614273088,-0.442834445332261,-0.463205652374817,-0.666145770880887,-0.395400166520289,-0.385226501238052,-0.472360111510673,-0.39339384050385,1.64610005214892,-0.49135065986556,-1.36529417392718,Tournament,2021,-0.273457765336963,-0.194426343980048,-0.204684888129156,-0.0326479559428057,0.0821859900235464,0.800110875052303,0.721179933704039,0.542503695036931,0.562020500642528,0.47713633513234,1.09146676772539,1.03871429727099,0.326131045602969,0.730831941878817,0.605549633049184,0.668945578053892,-0.294968956417205,-0.159171082073856,-0.331017730503278,-0.413495533308724,-0.240277498142601,-0.021027737706459,0.240145411642179,-0.372154113456638,0.119502181414483,0.287563509099151,-0.439583649434066,-0.132276709122297,0.153051560373537,-0.496144799983802,0.149019171625587
A. Ansah,Varijitri Isles,DF,22,1998,0.105329019207283,0.222649167491499,-0.156360989462037,0.366205305918926,0.273219294487472,-0.176638269093458,-0.476290666439105,-0.354359551347205,-1.06715228526284,-0.00946835038135471,0.108075929684016,0.0367496157997955,-0.142892653542665,1.26800193010782,-0.18060684065126,-0.790954244363465,0.590149699296535,1.11159816444113,0.43617609852116,0.0817133041482493,1.89102121967508,1.39208966958392,2.03906874845738,0.371580517663183,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,6,Very Bad,0.09343815155456,-0.419783457493005,-0.0549678057101419,0.0636428696130881,0.483394872829625,-0.00523555109279359,0.109758061983997,-0.736028094830328,-0.39339384050385,-1.30223026882504,0.731319084117182,-0.380243637055676,Tournament,2021,0.425219666518733,0.0351221782673635,-0.441101989684253,0.337868381268572,0.0933066785391407,0.650199524337972,0.500249767973883,0.68372102459269,0.556335403845884,0.288391018844147,0.504395206203552,0.34639064704781,0.774711756035191,0.698929383901931,0.693868870843387,0.34028064152487,0.321023969423612,0.198824863686304,0.278187922779658,-0.272030432176743,-0.710474667440202,0.300650506831221,-0.308437202196947,-0.372154113456638,-0.593241634530501,-0.398987334542658,-0.581709621613706,0.741397208071436,0.0638209340323537,0.139185689940816,0.875998360633184
A. Dickson,Esia,DF,27,1994,0.832485988957091,0.418706391009007,0.496080085758972,-0.107593219550535,0.960492571342558,0.158637792040761,0.534545730017203,-0.0926704019176223,1.56815899718824,-0.384704503711222,-0.783832002665043,-0.167734533007942,1.25385682318795,-0.624092456200291,-0.350255741297494,-0.725370868230372,-0.477852292603694,0.0504481170090654,-0.432615477308742,-0.4884479467559,-0.515695860963935,-0.00387355397567999,0.639393321019274,-0.906000219440857,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,16,Okay,0.736519839481677,-0.571213326842936,-0.428644202419256,-0.0812404739335856,2.77592901629666,-0.391204848074832,-0.212557467555942,-0.933779082320068,-0.432334244999972,-1.5061822832809,0.0520581152378808,-1.1190315397093,Tournament,2021,-0.0638545357802541,-0.194426343980048,-0.086476337351608,3.42550452469672,0.821711776310565,1.64261266606685,1.58934857667679,0.575215053860582,1.70426725829715,1.43941595156686,0.749368082059171,0.654992391428817,0.464293904416092,1.9321911251227,1.97538101123727,0.413391821283366,1.16507534490778,1.0801691427102,0.287744089889978,-0.130565331044763,-1.0631225444134,0.300650506831221,-0.399867637836801,1.6410572878741,-0.182043279177625,-0.457834549711956,1.0872553659815,0.191040139505819,1.05542938323457,0.675769405191354,2.33568737623453
A. Gautier,Greri Landmoslands,DF,23,1997,0.899095787712799,-0.206557186695479,-0.140639517769964,-0.245425517868924,-0.00567420916386648,-0.21016587520688,-0.340817747326404,-0.190803832953716,-0.240433079155259,-0.149262211425815,-0.873395979135241,-0.507620347918099,0.66163504505417,-0.481813753750635,-0.710759655170739,-0.672481048768201,-0.328561691585383,0.35006695393106,-0.0316347500026336,-0.601072391378941,0.256765734787017,-0.0177983741608132,1.59643634832738,0.456752566803453,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11,19,Okay,0.858483607881647,-0.0866377449231572,-0.480675093100272,-0.173438965281469,2.78075322763118,-0.441548669420315,-0.166512391907379,-0.472360111510673,-0.821738289961186,-1.5061822832809,0.323762502789601,-0.133981002837799,Tournament,2021,0.145748693776455,-0.423974866227459,-0.677519091239349,-0.773680630365561,0.882875563146334,1.75554588360498,1.48917527171839,1.01641947896982,2.4321523634133,2.23465127459372,0.126683723606783,-0.0545885931840922,0.810598212869768,2.11631445973216,1.86321557923863,0.943280188340363,2.77324008259908,2.07870491967351,0.76276522999883,-0.0456862703655741,-0.181502851980401,-0.214034684429067,-0.6513013358464,0.40591545759493,-0.136354573027306,-0.555913241660786,0.157345433720423,-0.487755200884221,1.27215735065499,0.242080061575012,2.0686635035045
A. Kamusiime,People's Land of Maneau,DF,30,1990,0.416174746733919,-0.169465279543518,0.0558788783809421,-0.693380487403687,-0.155081443262798,1.41592302129408,0.482440761127702,0.736011904609389,0.0310858330693368,0.785149386081893,0.083819019390004,-0.148391437850453,-0.362255834519726,-0.0486069582322808,0.243515410964323,-0.0483811791145766,0.337504066804008,0.0254798805988991,-0.499445598526427,0.419586638017375,0.30405930187381,0.152780673107068,-0.174093252192616,0.116064370242375,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,28,Very Good,0.453785649099927,-0.268353588143074,-0.40972387853525,-0.397349587126329,-0.665456597833099,-0.374423574293004,-0.408249039062334,0.186809846788464,-0.276572627015486,0.866187548869696,0.459614696565461,1.09733216825158,Tournament,2021,1.47323581430228,-0.423974866227459,-0.677519091239349,-0.403164293154184,0.432487678264766,0.461810926940296,0.735359716597693,-0.385381922326612,0.493076657286611,0.873916765824765,0.296114302943048,0.201226010710691,0.517226428247095,0.414540867079402,0.653242021458053,-0.373391792081009,0.455037697564553,1.04164043105888,-0.578283554482822,0.831397356652706,-0.240277498142601,0.461489629100061,0.537294327471705,0.297753319915115,0.695179878908508,1.05257730630002,-0.0497524114556247,-0.327828476426471,0.113930884659113,0.737404229363433,-0.0630964956400737
A. Lekuru,Leoneku Guidisia,DFFW,23,1997,-1.33233247060341,-0.757636950096043,-0.667308819454393,-0.581391745019996,-0.573421698739807,-0.344276299660568,-0.549237622884406,-0.774152561890493,-1.06485127753212,-0.583358937827034,2.26507502967463,-1.1846286784302,-1.68784460106743,1.00680371516293,4.1295355413921,-0.782491873249517,-0.736239871289234,-0.311591310938345,0.30251585608579,-0.784087113891384,-0.699615288523685,-0.961204941703586,-0.708442275772975,0.286408468522914,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,13,Bad,-1.23153187788148,-0.571213326842936,-0.561086469607297,-0.476376865424514,-0.666834943928675,-0.496087809211256,-0.316158887765208,-0.538277107340586,-0.510215053992214,0.166224235257175,-1.034759434969,1.09733216825158,Tournament,2021,0.355351923333163,-0.194426343980048,-0.283490588647522,-0.52666973889131,-1.25229663184777,-1.31663739703406,-0.644195935249413,-3.76263026136348,-1.22714691156247,-0.987079903113289,-1.69712314950333,-0.757063616577702,-8.01477868417378,-0.475996251303964,-0.644167581738788,0.986878598288091,-1.10845579741309,-1.21068383755774,-0.450071645752688,-0.498374593987912,-0.416601436629201,-0.117531211067763,-0.697016553666327,2.59358191969956,-0.739445494211523,-0.497066026491488,-1.06493792702448,-0.57993456611922,-2.88981275754766,-0.28888575828381,-6.37400436912873
A. Nangobi,Ngoque Blicri,DF,29,1991,-0.0167889451781805,0.582970551253406,0.527523029143117,1.46024917382114,-0.54354025192002,-0.344276299660568,-0.0802929028789023,-0.0272481145602267,0.0307571176792345,0.00524679288648323,-0.140090921785492,0.208074172908981,0.384637569879382,0.926108331684017,-0.512835937750134,-0.621706822084516,0.193955411978708,0.574781081622556,0.43617609852116,-0.178730724042535,1.28671452912162,1.24936026268631,2.93629658655873,0.116064370242375,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21,9,Very Bad,0.0158248443909426,-0.056351771053171,-0.2441710445502,-0.384178374076631,-0.668902463072039,-0.189829562692899,-0.33918142558949,-0.0768581365311904,-0.276572627015486,-1.85861136426063,0.187910309013741,0.235412948489015,Tournament,2021,0.215616436962024,-0.079652082856342,-0.362296289165887,-0.403164293154184,0.00990151467218377,-0.105353683262259,-0.345505669779864,1.01402596490955,-0.0466221081033173,-0.568263557211916,-0.622264187599382,-0.625095765362139,-0.0434994597931831,0.474699976407245,0.307030609304777,0.856083368444908,-0.419578212407904,-0.595829814122124,0.657647391785304,-0.356909492855932,-0.0051789134938004,0.171979209016149,-0.643682132876412,-0.923432105502143,-0.629792599450756,-0.222445689034764,-0.922811954844843,1.06073322373197,-0.467537558298557,-0.47097423077548,0.102109395596084
A. Pinto,Leoneku Guidisia,DF,27,1993,-1.17135879027711,-0.762935793974894,-0.706612498684574,-0.650307894179191,-0.613263627832855,-0.21016587520688,-0.559658616662306,-0.795959991009625,0.907441063082379,-0.642219510898385,-0.537531067371997,0.213600771525406,1.25385682318795,-0.0401127073397641,-0.295473283797147,-0.776145094914057,2.04860403232158,-0.436432492989176,-0.699935962179481,2.79173900289019,1.96458899069898,0.803766016762044,-0.700466917212075,0.456752566803453,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,13,Bad,-1.23707568553603,-0.268353588143074,1.81814425880643,-0.397349587126329,-0.669591636119827,1.2911178485534,-0.362203963413771,-0.472360111510673,-0.39339384050385,1.99200266866606,-0.49135065986556,0.481675582706891,Tournament,2021,0.285484180147594,-0.117910169897577,-0.362296289165887,-0.897186076102688,-1.22449491055878,-0.814934076643428,-0.421893532465032,-1.8629779355315,-1.07051767693627,-0.953188799478859,-0.0654095446852881,-0.245434408788136,0.950555394524621,-0.921720561323888,-0.648583543628499,-2.36416226477109,-1.09199797115017,0.410732777768551,-2.43735623106977,-0.158858351271159,-0.651700021278001,-0.246202508882835,-0.643682132876412,-0.933899409148576,-0.712032270521331,-0.575528980050552,-1.11366683177179,0.255011095998673,-1.99835156043977,0.538934599622746,-3.71474529489973
B. Klemen?i?,Dosqaly,DF,24,1996,0.51608944486748,1.42548672799081,0.000853727458688414,1.17597005853946,1.06009739407518,0.527441459288402,1.98306386514531,0.71965633277004,1.85742854047836,-0.406777218612979,0.154723834095578,0.343475839011401,0.167038704030823,0.437688905364303,-0.051602989118187,-0.00606932354483937,-0.110367736250927,-0.336559547348511,-0.365785356091058,0.10986941530401,0.361862550535446,1.13099929111267,-0.309674347727931,0.627096665083991,Tournament,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,21,Good,0.542486571572633,0.00422017668680137,-0.40972387853525,-0.147096539182074,2.77765194891613,-0.403790803411203,-0.0513997027859725,0.252726842618378,-0.354453436007729,-0.979170277926951,-0.0837940785379793,0.604806899815829,Tournament,2021,-0.203590022151393,-0.423974866227459,-0.598713390720983,0.831890164217076,0.465849743811549,0.762633037373721,0.728041118975162,0.433199886284734,0.420639851915806,0.637549760437599,0.960886512313361,0.979836332882509,0.149390245692672,0.42092137867478,0.606432825427126,-0.264731139595904,0.107072228005618,-0.226596327463662,0.945925099613307,0.0108997700872182,-0.0639535596560005,-0.117531211067763,-0.209387563587105,0.444295570965186,-0.355660362548839,-0.281292904204062,0.758335258937187,0.795771717894705,0.362600074991578,1.09640542708257,1.57579213923199
